#########################################################;;;;;;;;;;;;;;x;
##### NAVAL MODELS #################################;;;;;;;;;;;;;;x;
#########################################################;;;;;;;;;;;;;;x;
#########################################;;;;;;;;;;;;;;x;
#### UNITED KINGDOM NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
## Submarine #;;;;;;;;;;;;;;x
GER_light_carrier_5;Flugdeckkreuzer E V-class;Classe Flugdeckkreuzer E V;Flugdeckkreuzer E V-Klasse;Klasa Flugdeckkreuzer E V;Clase Flugdeckkreuzer E V;;;;;;;;;x
### Carrier ###;;;;;;;;;;;;;;x
GER_carrier_0;Potsdam-class;Classe Potsdam;Potsdam-Klasse;Klasa Potsdam;Clase Potsdam;;;;;;;;;x
GER_carrier_1;Europa-class;Classe Europa;Europa-Klasse;Klasa Europa;Clase Europa;;;;;;;;;x
GER_carrier_2;Gneisenau-class;Classe Gneisenau;Gneisenau-Klasse;Klasa Gneisenau;Clase Gneisenau;;;;;;;;;x
GER_carrier_3;Graf Zeppelin-class;Classe Graf Zeppelin;Graf Zeppelin-Klasse;Klasa Graf Zeppelin;Clase Graf Zeppelin;;;;;;;;;x
GER_carrier_4;Clausewitz-class;Classe Clausewitz;Clausewitz-Klasse;Klasa Clausewitz;Clase Clausewitz;;;;;;;;;x
GER_carrier_5;Germania-class;Classe Germania;Germania-Klasse;Klasa Germania;Clase Germania;;;;;;;;;x
GER_carrier_6;Richthofen-class;Classe Richthofen;Richthofen-Klasse;Klasa Richthofen;Clase Richthofen;;;;;;;;;x
### Escort Carrier ###;;;;;;;;;;;;;;x
GER_escort_carrier_0;Kiel-Class;Experimetal Escort Carrier;Versuchs-Geleitflugzeugträger;Doœwiadczalny Lotniskowiec Eskortowy;Experimetal Escort Carrier;;;;;;;;;x
GER_escort_carrier_1;Bonn-Class;Classe Escort Carrier I;Geleitflugzeugträger I-Klasse;Klasa Lotniskowiec Eskortowy I;Clase Escort Carrier I;;;;;;;;;x
GER_escort_carrier_2;Munich-Class;Classe Escort Carrier II;Geleitflugzeugträger II-Klasse;Klasa Lotniskowiec Eskortowy II;Clase Escort Carrier II;;;;;;;;;x
### Convoy Raiders ###;;;;;;;;;;;;;;x
GER_Convoy_raider_ship_0;Hilfskreuzer I;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
GER_Convoy_raider_ship_1;Hilfskreuzer II;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
GER_Convoy_raider_ship_2;Hilfskreuzer III;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
GER_Convoy_raider_ship_3;Hilfskreuzer IV;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
GER_Convoy_raider_ship_4;Hilfskreuzer V;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
GER_Convoy_raider_ship_5;Hilfskreuzer VI;Hilfskreuzer;Hilfskreuzer;Hilfskreuzer;;;;;;;;;;x
### Submarine Fleet ###;;;;;;;;;;;;;;x
### Coastal Submarine ###;;;;;;;;;;;;;;x
GER_coastal_submarine_0;Type IIA/B-Class;Classe Typ II A/B;Typ II A/B-Klasse;Klasa Typ II A/B-class;Clase Typ II A/B;;;;;;;;;x
GER_coastal_submarine_1;Type IIC/D-Class;Classe Typ II C/D;Typ II C/D-Klasse;Klasa Typ II C/D-class;Clase Typ II C/D;;;;;;;;;x
### Submarine ###;;;;;;;;;;;;;;x
GER_submarine_0;Type VIIA;Classe Type VII/IX;Typ VII/IX-Klasse;;Clase tipo VII/IX;;;;;;;;;x
GER_submarine_1;Type VIIB;Classe Type VII/IX;Typ VII/IX-Klasse;;Clase tipo VII/IX;;;;;;;;;x
GER_submarine_2;Type VIIC;Classe Type VIIC/IXC;Typ VIIC/IXC-Klasse;;Clase tipo VIIC/IXC;;;;;;;;;x
GER_submarine_3;Type VIIC/41;Classe Type VIIC/41-IXD2;Typ VIIC/41-IXD2-Klasse;;Clase tipo VIIC/41-IXD2;;;;;;;;;x
GER_submarine_4;Type VIIC/42;Classe Type VIIC/42-IXD2;Typ VIIC/42-IXD2-Klasse;;Clase tipo VIIC/42-IXD2;;;;;;;;;x
GER_submarine_5;Type XXI;Classe Type XVIIB;Typ XVIIB-Klasse;;Clase tipo XVIIB;;;;;;;;;x
GER_submarine_6;Type XXIB;Classe Type 201;Typ 201-Klasse;;Clase tipo 201;;;;;;;;;x
GER_submarine_7;Type XXIC;Classe Type 201;Typ 201-Klasse;;Clase tipo 201;;;;;;;;;x
### Long-range Submarine ###;;;;;;;;;;;;;;x
GER_long_range_submarine_0;Type IX-Class;Classe Typ U 57;Typ U 57-Klasse;Klasa Typ U 57;Clase Typ U 57;;;;;;;;;x
GER_long_range_submarine_1;Type IXB-Class;Classe Typ U 63;Typ U 63-Klasse;Klasa Typ U 63;Clase Typ U 63;;;;;;;;;x
GER_long_range_submarine_2;Type IXC-Class;Classe Typ U 93;Typ U 93-Klasse;Klasa Typ U 93;Clase Typ U 93;;;;;;;;;x
GER_long_range_submarine_3;Type IXC/40-Class;Classe Typ IX A/B;Typ IX A/B-Klasse;Klasa Typ IX A/B;Clase Typ IX A/B;;;;;;;;;x
GER_long_range_submarine_4;Type IXD1-Class;Classe Typ IX C / C/40;Typ IX C / C/40-Klasse;Klasa Typ IX C / C/40;Clase Typ IX C / C/40;;;;;;;;;x
GER_long_range_submarine_5;Type IXD2-Class;Classe Typ IX D-2(D/42);Typ IX D-2(D/42)-Klasse;Klasa Typ IX D-2(D/42);Clase Typ IX D-2(D/42);;;;;;;;;x
### Nuclear Submarine ###;;;;;;;;;;;;;;x
GER_nuclear_submarine_0;Donitz-Class;;;;;;;;;;x
### Fast Attack Nuclear Submarine ###;;;;;;;;;;;;;;x
GER_nuclear_fast_attack_submarine_0;Prien-Class;;;;;;;;;;x
GER_nuclear_fast_attack_submarine_1;Forstman-Class;;;;;;;;;;x
GER_nuclear_fast_attack_submarine_2;Steinbrink-Class;;;;;;;;;;x
### Ballistic Missile Nuclear Submarine ###;;;;;;;;;;;;;;x
GER_nuclear_ballistic_missile_submarine_0;Rose-Class;;;;;;;;;;x
GER_nuclear_ballistic_missile_submarine_1;Schweiger-Class;;;;;;;;;;x
GER_nuclear_ballistic_missile_submarine_2;Saltwedel-Class;;;;;;;;;;x
### Nuclear Guided Missile Cruiser ###;;;;;;;;;;;;;;x
GER_nuclear_guided_missile_cruiser_0;Raeder-Class;;;;;;;;;;x
GER_nuclear_guided_missile_cruiser_1;Lutjens-Class;;;;;;;;;;x
GER_nuclear_guided_missile_cruiser_2;Topp-Class;;;;;;;;;;x
GER_nuclear_guided_missile_cruiser_3;Saalwachter-Class;;;;;;;;;;x
GER_nuclear_guided_missile_cruiser_4;Albrecht-Class;;;;;;;;;;x
### Guided Missile Destroyer ###;;;;;;;;;;;;;;x
## Landing Ship Tank #;;;;;;;;;;;;;;x
GER_landing_ship_tank_0;LST;;;;;;;;;;;;;;x
## Landing Ship Dock #;;;;;;;;;;;;;;x
GER_landing_ship_dock_0;Kreta-Class;;;;;;;;;;;;;;x
## Amphibious Transport Dock Ship #;;;;;;;;;;;;;;x
GER_transport_dock_ship_0;Bergen-Class;;;;;;;;;;;;;;x
## Landing Platform Helicopter Ship #;;;;;;;;;;;;;;x
GER_landing_platform_helicopter_0;Seelowe-Class;;;;;;;;;;;;;;x
## Battlecarrier Class #;;;;;;;;;;;;;;x
GER_battle_carrier_0;Clausewitz-Class;;;;;;;;;;;;;;x
## Supercarrier Class #;;;;;;;;;;;;;;x
GER_super_carrier_0;Lutzow-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
GER_nuclear_super_aircraft_carrier_0;Thiele-Class;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
#### ITALIAN NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
ITA_battleship_0;Dante Alighieri-Class;;;;;;;;;;;;;x
ITA_battleship_1;Conte di Cavour-Class;;;;;;;;;;;;;x
ITA_battleship_2;Andrea Doria-Class;;;;;;;;;;;;;x
ITA_battleship_3;Caracciolo-Class;;;;;;;;;;;;;x
ITA_battleship_4;Littorio-Class;;;;;;;;;;;;;x
ITA_battleship_5;UP 41-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_battlecruiser_0;Bologna-Class;;;;;;;;;;;;;x
ITA_battlecruiser_1;Venizia-Class;;;;;;;;;;;;;x
ITA_battlecruiser_2;Taranto-Class;;;;;;;;;;;;;x
ITA_battlecruiser_3;Napoli-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_heavy_cruiser_0;Trento-Class;;;;;;;;;;;;;x
ITA_heavy_cruiser_1;Zara-Class;;;;;;;;;;;;;x
ITA_heavy_cruiser_2;Bolzano-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_light_cruiser_0;Quarto-Class;;;;;;;;;;;;;x
ITA_light_cruiser_1;Taranto-Class;;;;;;;;;;;;;x
ITA_light_cruiser_2;Giussano-Class;;;;;;;;;;;;;x
ITA_light_cruiser_3;Montecuccoli-Class;;;;;;;;;;;;;x
ITA_light_cruiser_4;Duca d'Aosta-Class;;;;;;;;;;;;;x
ITA_light_cruiser_5;Capitani Romani-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_anti_air_cruiser_2;Etna-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_destroyer_actual_0;Sauro/Sella-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_1;Turbine/Borea/Folgore-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_2;Freccia/Maestrale-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_3;Navigatori-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_4;Oriani-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_5;Soldati I-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_6;Soldati II-Class;;;;;;;;;;;;;x
ITA_destroyer_actual_7;Commandanti Hedaglie D'Oro-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_torpedo_boat_0;Generali-class;;;;;;;;;;;;;x
ITA_torpedo_boat_1;Curtatone-class;;;;;;;;;;;;;x
ITA_torpedo_boat_3;Spica-class;;;;;;;;;;;;;x
ITA_torpedo_boat_4;Orsa-class;;;;;;;;;;;;;x
ITA_torpedo_boat_5;Animoso-class;;;;;;;;;;;;;x
ITA_torpedo_boat_6;Ariete-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_frigate_0;Eritrea-class;;;;;;;;;;;;;x
ITA_frigate_1;Diane-class;;;;;;;;;;;;;x
ITA_frigate_2;Gabbiano-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_carrier_0;Rota-Class;;;;;;;;;;;;;x
ITA_carrier_1;Sparviero-Class;;;;;;;;;;;;;x
ITA_carrier_2;Aquila-Class;;;;;;;;;;;;;x
ITA_carrier_3;Gagnotto-Class;;;;;;;;;;;;;x
ITA_carrier_4;Bonfiglietti-Class;;;;;;;;;;;;;x
ITA_carrier_5;Galati-Class;;;;;;;;;;;;;x
ITA_carrier_6;Campioni-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_light_carrier_0;Milan-Class;;;;;;;;;;;;;;x
ITA_light_carrier_1;Bari-Class;;;;;;;;;;;;;;x
ITA_light_carrier_2;Brescia-Class;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
ITA_escort_carrier_0;Genoa-Class;;;;;;;;;;;;;;x
ITA_escort_carrier_1;Rimini-Class;;;;;;;;;;;;;;x
ITA_escort_carrier_2;Modena-Class;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_coastal_battleship_2;San Giorgio/Pisa-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ITA_submarine_0;Mameli-Class;;;;;;;;;;;;;x
ITA_submarine_1;Archimede-Class;;;;;;;;;;;;;x
ITA_submarine_2;Marcello-Class;;;;;;;;;;;;;x
ITA_submarine_3;Marconi-Class;;;;;;;;;;;;;x
ITA_submarine_4;Flutto-Class;;;;;;;;;;;;;x
### Nuclear Submarine ###;;;;;;;;;;;;;;x
ITA_nuclear_submarine_0;Palermo-Class;;;;;;;;;;x
### Fast Attack Nuclear Submarine ###;;;;;;;;;;;;;;x
ITA_nuclear_fast_attack_submarine_0;Cagliari-Class;;;;;;;;;;x
ITA_nuclear_fast_attack_submarine_1;Trieste-Class;;;;;;;;;;x
ITA_nuclear_fast_attack_submarine_2;Lecce-Class;;;;;;;;;;x
### Ballistic Missile Nuclear Submarine ###;;;;;;;;;;;;;;x
ITA_nuclear_ballistic_missile_submarine_0;Pisa-Class;;;;;;;;;;x
ITA_nuclear_ballistic_missile_submarine_1;Vesuvius-Class;;;;;;;;;;x
ITA_nuclear_ballistic_missile_submarine_2;Pomplona-Class;;;;;;;;;;x
### Nuclear Guided Missile Cruiser ###;;;;;;;;;;;;;;x
ITA_nuclear_guided_missile_cruiser_0;Verona-Class;;;;;;;;;;x
ITA_nuclear_guided_missile_cruiser_1;Ancona-Class;;;;;;;;;;x
ITA_nuclear_guided_missile_cruiser_2;Florence-Class;;;;;;;;;;x
ITA_nuclear_guided_missile_cruiser_3;Turin-Class;;;;;;;;;;x
ITA_nuclear_guided_missile_cruiser_4;Perugia-Class;;;;;;;;;;x
## Landing Ship Tank #;;;;;;;;;;;;;;x
ITA_landing_ship_tank_0;LST;;;;;;;;;;;;;;x
## Landing Ship Dock #;;;;;;;;;;;;;;x
ITA_landing_ship_dock_0;Sardinia-Class;;;;;;;;;;;;;;x
## Amphibious Transport Dock Ship #;;;;;;;;;;;;;;x
ITA_transport_dock_ship_0;Portofino-Class;;;;;;;;;;;;;;x
## Landing Platform Helicopter Ship #;;;;;;;;;;;;;;x
ITA_landing_platform_helicopter_0;Terni-Class;;;;;;;;;;;;;;x
## Battlecarrier Class #;;;;;;;;;;;;;;x
ITA_battle_carrier_0;Brindisi-Class;;;;;;;;;;;;;;x
## Supercarrier Class #;;;;;;;;;;;;;;x
ITA_super_carrier_0;Arezzo-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
ITA_nuclear_super_aircraft_carrier_0;Forli-Class;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
#### SOVIET NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
SOV_battleship_0;Gangut-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_super_heavy_battleship_0;Sovetsky Soyuz-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_battlecruiser_0;Borodino-Class;;;;;;;;;;;;;x
SOV_battlecruiser_1;Kronshtadt-Class;;;;;;;;;;;;;x
SOV_battlecruiser_2;Stalingrad-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_heavy_cruiser_0;Krasnyi Kavkaz-Class;;;;;;;;;;;;;x
SOV_heavy_cruiser_1;Kirov-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_light_cruiser_0;Profintern-Class;;;;;;;;;;;;;x
SOV_light_cruiser_1;Chapayev-Class;;;;;;;;;;;;;x
SOV_light_cruiser_3;Sverdlov-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_anti_air_cruiser_1;Project 66-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_destroyer_actual_0;Novik-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_1;Gnevny-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_2;Leningrad-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_3;Kiev-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_4;Skory-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_5;Kotlin-Class;;;;;;;;;;;;;x
SOV_destroyer_actual_6;Krupny-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_carrier_4;Kostromitinova-Class;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_torpedo_boat_2;Uragan-Class;;;;;;;;;;;;;x
SOV_torpedo_boat_7;Yasreb(P.29)-Class;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
SOV_escort_carrier_0;Projekt 71-Class;;;;;;;;;;;;;x
SOV_escort_carrier_1;Projekt 716-Class;;;;;;;;;;;;;x
SOV_escort_carrier_2;Projekt 72-Class;;;;;;;;;;;;;x
SOV_escort_carrier_3;Projekt 69AV-Class;;;;;;;;;;;;;x
SOV_escort_carrier_4;Moskva-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
SOV_submarine_0;Dekabrist-Class;;;;;;;;;;;;;x
SOV_submarine_1;Leninets-Class;;;;;;;;;;;;;x
SOV_submarine_2;Shchuka-Class;;;;;;;;;;;;;x
SOV_submarine_3;Pravda-Class;;;;;;;;;;;;;x
SOV_submarine_4;Malyutka-Class;;;;;;;;;;;;;x
SOV_submarine_5;K-Class;;;;;;;;;;;;;x
SOV_submarine_6;Zulu-Class;;;;;;;;;;;;;x
SOV_submarine_7;Whiskey-Class;;;;;;;;;;;;;x
SOV_submarine_8;Quebec-Class;;;;;;;;;;;;;x
SOV_submarine_9;Whale-Class;;;;;;;;;;;;;x
SOV_submarine_10;Romeo-Class;;;;;;;;;;;;;x
SOV_submarine_11;Foxtrot-Class;;;;;;;;;;;;;x
### Nuclear Submarine ###;;;;;;;;;;;;;;x
SOV_nuclear_submarine_0;K-3 Leninsky Komsomol-Class;;;;;;;;;;x
### Fast Attack Nuclear Submarine ###;;;;;;;;;;;;;;x
SOV_nuclear_fast_attack_submarine_0;November-Class;;;;;;;;;;x
SOV_nuclear_fast_attack_submarine_1;Projekt 651-Class;;;;;;;;;;x
SOV_nuclear_fast_attack_submarine_2;Victor-Class;;;;;;;;;;x
### Ballistic Missile Nuclear Submarine ###;;;;;;;;;;;;;;x
SOV_nuclear_ballistic_missile_submarine_0;Golf-Class;;;;;;;;;;x
SOV_nuclear_ballistic_missile_submarine_1;Hotel-Class;;;;;;;;;;x
SOV_nuclear_ballistic_missile_submarine_2;Yankee-Class;;;;;;;;;;x
### Guided Missile Destroyer ###;;;;;;;;;;;;;;x
guided_missile_destroyer_0;Kynda-Class;;;;;;;;;;;;;;x
guided_missile_destroyer_1;Kresta I-Class ;;;;;;;;;;;;;;x
guided_missile_destroyer_2;Kresta II-Class ;;;;;;;;;;;;;;x
guided_missile_destroyer_3;Kara-Class;;;;;;;;;;;;;;x
guided_missile_destroyer_4;Slava-Class;;;;;;;;;;;;;;x
### Nuclear Guided Missile Cruiser ###;;;;;;;;;;;;;;x
SOV_nuclear_guided_missile_cruiser_0;Projekt 777-Class;;;;;;;;;;x
## Landing Ship Tank #;;;;;;;;;;;;;;x
SOV_landing_ship_tank_0;LST;;;;;;;;;;;;;;x
## Landing Ship Dock #;;;;;;;;;;;;;;x
SOV_landing_ship_dock_0;Ivan Rogov-Class;;;;;;;;;;;;;;x
## Amphibious Transport Dock Ship #;;;;;;;;;;;;;;x
SOV_transport_dock_ship_0;Projekt 881-Class;;;;;;;;;;;;;;x
## Landing Platform Helicopter Ship #;;;;;;;;;;;;;;x
SOV_landing_platform_helicopter_0;Projekt 931-Class;;;;;;;;;;;;;;x
## Battlecarrier Class #;;;;;;;;;;;;;;x
SOV_battle_carrier_0;Linkorov-Class;;;;;;;;;;;;;;x
## Supercarrier Class #;;;;;;;;;;;;;;x
SOV_super_carrier_0;Project 419-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
SOV_nuclear_super_aircraft_carrier_0;Projekt 1022-Class;;;;;;;;;;;;;;x
##################################################################;;;;;;;;;;;;;;x;
#### IMPERIAL JAPANESE NAVY SHIPS #;;;;;;;;;;;;;;x
##################################################################;;;;;;;;;;;;;;x;
JAP_battleship_0;Fuso/Ise/Nagato-Class;;;;;;;;;;;;;x
JAP_battleship_1;Kii-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_super_heavy_battleship_0;Yamato-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_battlecruiser_0;Kongo-Class;;;;;;;;;;;;;x
JAP_battlecruiser_1;Amagi-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_heavy_cruiser_0;Furutaka/Aoba-Class;;;;;;;;;;;;;x
JAP_heavy_cruiser_1;Myoko/Takao-Class;;;;;;;;;;;;;x
JAP_heavy_cruiser_2;Mogami-Class;;;;;;;;;;;;;x
JAP_heavy_cruiser_3;Tone-Class;;;;;;;;;;;;;x
JAP_heavy_cruiser_4;Ibuki-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_light_cruiser_0;Kuma/Nagara-Class;;;;;;;;;;;;;x
JAP_light_cruiser_1;Sendai/Yubari-Class;;;;;;;;;;;;;x
JAP_light_cruiser_3;Katori-Class;;;;;;;;;;;;;x
JAP_light_cruiser_4;Agano-Class;;;;;;;;;;;;;x
JAP_light_cruiser_5;Oyodo-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_destroyer_actual_0;Mutsuki/Kubuki/Akatsuki/Hatsuharu-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_1;Shiratsuyu/Asashio-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_2;Kagero-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_3;Yugumo/Akizuki-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_4;Shimakaze-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_5;Matsu-Class;;;;;;;;;;;;;x
JAP_destroyer_actual_6;Tachibana-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
JAP_carrier_0;Kaga/Akagi-Class;;;;;;;;;;;;;;x
JAP_carrier_1;Soryu/Hiryu-Class;;;;;;;;;;;;;;x
JAP_carrier_2;Shokaku-Class;;;;;;;;;;;;;;x
JAP_carrier_3;Taiho-Class;;;;;;;;;;;;;;x
JAP_carrier_4;Unryu-Class;;;;;;;;;;;;;;x
JAP_carrier_5;;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
### ESCORT CARRIER ###;;;;;;;;;;;;;;x
JAP_escort_carrier_0;Taiyo-Class;;;;;;;;;;;;;x
JAP_escort_carrier_1;Chitose-Class;;;;;;;;;;;;;x
JAP_escort_carrier_2;Shimane Maru-Class;;;;;;;;;;;;;x
### LIGHT CARRIER ###;;;;;;;;;;;;;;x
JAP_light_carrier_0;Ryujo-Class;;;;;;;;;;;;;x
JAP_light_carrier_1;Zuiho-Class;;;;;;;;;;;;;x
JAP_light_carrier_2;Hiyo-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
### SUBMARINE ###;;;;;;;;;;;;;;x
JAP_submarine_0;Kaichu-Class;;;;;;;;;;;;;x
JAP_submarine_1;Kaidai-Class;;;;;;;;;;;;;x
JAP_submarine_2;;;;;;;;;;;;;;x
JAP_submarine_3;;;;;;;;;;;;;;x
JAP_submarine_4;;;;;;;;;;;;;;x
JAP_submarine_5;;;;;;;;;;;;;;x
JAP_submarine_6;;;;;;;;;;;;;;x
JAP_submarine_7;;;;;;;;;;;;;;x
JAP_submarine_8;;;;;;;;;;;;;;x
JAP_submarine_9;;;;;;;;;;;;;;x
JAP_submarine_10;;;;;;;;;;;;;;x
JAP_submarine_11;;;;;;;;;;;;;;x
### LONG RANGE SUBMARINE ###;;;;;;;;;;;;;;x
JAP_long_range_submarine_0;Junsen-Class;;;;;;;;;;;;;x
JAP_long_range_submarine_1;Kou-Class;;;;;;;;;;;;;x
JAP_long_range_submarine_2;Otsu-Class;;;;;;;;;;;;;x
JAP_long_range_submarine_3;Hei-Class;;;;;;;;;;;;;x
JAP_long_range_submarine_4;Toku-Class;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
JAP_nuclear_submarine_0;Hiroshima-Class;;;;;;;;;;x
### FAST ATTACK NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
JAP_nuclear_fast_attack_submarine_0;Tokyo-Class;;;;;;;;;;x
JAP_nuclear_fast_attack_submarine_1;Sasebo-Class;;;;;;;;;;x
JAP_nuclear_fast_attack_submarine_2;Nagoya-Class;;;;;;;;;;x
### BALLISTIC MISSILE NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
JAP_nuclear_ballistic_missile_submarine_0;Nagasaki-Class;;;;;;;;;;x
JAP_nuclear_ballistic_missile_submarine_1;Kagoshima-Class;;;;;;;;;;x
JAP_nuclear_ballistic_missile_submarine_2;Fukushima-Class;;;;;;;;;;x
### GUIDED MISSILE DESTROYER ###;;;;;;;;;;;;;;x
JAP_guided_missile_destroyer_0;Fuji-Class;;;;;;;;;;;;;;x
JAP_guided_missile_destroyer_1;Mikasa-Class ;;;;;;;;;;;;;;x
JAP_guided_missile_destroyer_2;Tango-Class ;;;;;;;;;;;;;;x
JAP_guided_missile_destroyer_3;Hizen-Class;;;;;;;;;;;;;;x
JAP_guided_missile_destroyer_4;Mishima-Class;;;;;;;;;;;;;;x
### NUCLEAR GUIDED MISSILE CRUISER ###;;;;;;;;;;;;;;x
JAP_nuclear_guided_missile_cruiser_0;Katori II-Class;;;;;;;;;;x
## Landing Ship Tank #;;;;;;;;;;;;;;x
JAP_landing_ship_tank_0;LST;;;;;;;;;;;;;;x
## Landing Ship Dock #;;;;;;;;;;;;;;x
JAP_landing_ship_dock_0;Nisshin-Class;;;;;;;;;;;;;;x
## AMPHIBIOUS TRANSPORT DOCK SHIP #;;;;;;;;;;;;;;x
JAP_transport_dock_ship_0;Moshun-Class;;;;;;;;;;;;;;x
## LANDING PLATFORM HELICOPTER SHIP #;;;;;;;;;;;;;;x
JAP_landing_platform_helicopter_0;Kaiten-Class;;;;;;;;;;;;;;x
## BATTLECARRIER #;;;;;;;;;;;;;;x
JAP_battle_carrier_0;Shinano-Class;;;;;;;;;;;;;;x
## SUPERCARRIER #;;;;;;;;;;;;;;x
JAP_super_carrier_0;Ten-Go-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
JAP_nuclear_super_aircraft_carrier_0;Tora-Class;;;;;;;;;;;;;;x
##################################################################;;;;;;;;;;;;;;x;
#### U.S. NAVY SHIPS #;;;;;;;;;;;;;;x
##################################################################;;;;;;;;;;;;;;x;
USA_battleship_0;Wyoming/Nevada/New Mexico Class;;;;;;;;;;;;;x
USA_battleship_1;Tennessee-Class;;;;;;;;;;;;;x
USA_battleship_2;Colorado-Class;;;;;;;;;;;;;x
USA_battleship_3;North Carolina-Class;;;;;;;;;;;;;x
USA_battleship_4;South Dakota-Class;;;;;;;;;;;;;x
USA_battleship_5;Iowa-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_super_heavy_battleship_0;Montana-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_battlecruiser_0;Lexington-Class;;;;;;;;;;;;;x
USA_battlecruiser_1;;;;;;;;;;;;;;x
USA_battlecruiser_2;;;;;;;;;;;;;;x
USA_battlecruiser_3;Alaska-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
