##################################################;########;;;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
# Abilities;English;French;German;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
installation_security;Installation Security;;;;;;;;;;;;;x
installation_security_desc;Protecting our key installations and facilities will be critical if we are to succeed in our war efforts.  By researching the latest in installation security and facilities management, we can better insulate our ports, air bases, and other installations from unorthodox attacks, such as those from enemy commandos.;;;;;;;;;;;;;x
industry_tech_desc;The development of all-metal machine tools in the first two decades of the 19th century led to the manufacture of more production machines for manufacturing in other industries.  The effects spread throughout Western Europe and North America during the 19th century, eventually affecting most of the world, a process that continues as industrialisation.  The impact of this change on society was enormous.;;;;;;;;;;;;;x
heavy_industry_tech_desc;Heavy industry is a general term that can be used to describe a variety of industrial concerns and operations. Generally speaking, the term describes industrial processes that are highly capital or labor intensive or which produce heavy end products. It tends to be difficult to enter into this type of industry because the start-up costs are often quite high. It is also often difficult to transport the base materials or products involved in heavy industrial processes because of their bulk and weight. In fact, the transportation of the materials used in heavy industry is a major and important heavy industry in its own right. If we research this technology we can improve our productivity enormously.;;;;;;;;;;;;;x
construction_engineering_desc;To fuel our war effort we need factories.  New construction techniques, if developed, will allow us to build more factories and increase our industrial capacity.;Nous avons besoin des usines pour alimenter notre effort de guerre. Si de nouvelles techniques de construction sont développées, cela nous permettra de construire plus d'usines et d'augmenter notre capacité industrielle.;Zum Voranbringen unsere Kriegsbemühungen benötigen wir Fabriken. Neue Baumethoden würden uns den Bau weiterer Fabriken und die Steigerung unserer Industriekapazität ermöglichen.;;Para alimentar el esfuerzo de la guerra, necesitamos fábricas. Si desarrollamos nuevas técnicas de construcción, podremos construir más fábricas y aumentar nuestra capacidad industrial.;;;;;;;;;x
advanced_construction_engineering_desc;While industry helps create our forces and supplies them with equipment, it is our infrastructure that must move supplies and troops.  Advanced construction techniques will allow us to improve the infrastructure of our provinces.;Tandis que notre industrie crée et approvisionne nos forces en équipement, notre infrastructure doit prendre en charge le déplacement du ravitaillement et des troupes. Des techniques de construction améliorées nous permettront d'améliorer l'infrastructure de nos provinces.;Während die Industrie unsere Einheiten produziert und mit Ausrüstungen versorgt, ist es die Infrastruktur, die den Transport von Nachschub und Truppen ermöglicht. Moderne Baumethoden würden uns die Verbesserung der Infrastruktur unserer Provinzen ermöglichen.;;Si bien la industria crea nuestras fuerzas y les proporciona equipamiento, es nuestra infraestructura la que tiene que transportar los suministros a las tropas. Las técnicas de construcción avanzadas nos permitirán mejorar las infraestructuras de nuestras provincias.;;;;;;;;;x
expand_airbases;Airfield Expansion;;;;;;;;;;;;;x
Hangar_Maintenance;Maintenance Hangars;;;;;;;;;;;;;x
hardended_airstrip;Hardened Airstrip;;;;;;;;;;;;;x
control_tower;Control Tower;;;;;;;;;;;;;x
#############################;;;;;;;;;;;;;;x
industry_tech;Factory Size Increase;;;;;;;;;;;;;x
heavy_industry_tech;Industrial Zone Increase;;;;;;;;;;;;;x
underground_factories;Underground Factories;;;;;;;;;;;;;x
flak_towers;Flak Towers;;;;;;;;;;;;;x
air_defense_network;Air Defense Network;;;;;;;;;;;;;x
aircraft_testing_facility;Aircraft Testing Facility;;;;;;;;;;;;;x
windtunnels;Wind Tunnels;;;;;;;;;;;;;x
naval_base_oil_tanks;Naval Base Oil Storage Tanks;;;;;;;;;;;;;x
naval_base_repair_facilities;Naval Base Repair Facilities;;;;;;;;;;;;;x
naval_base_ordnance_depot;Naval Base Ordnance Depot;;;;;;;;;;;;;x
submarine_pens;Submarine Pens;;;;;;;;;;;;;x
industry_tech_desc;By developing bigger factories with more advanced machine tools we can increase production.;;;;;;;;;;;;;x
heavy_industry_tech_desc;By adding Industrial Zones we can build new factories in those provinces.;;;;;;;;;;;;;x
underground_factories_desc;Underground Factories will help to keep war production going in spite of bombings.;;;;;;;;;;;;;x
flak_towers_desc;Flak Towers are huge towers with Flak guns at the top of them.  They are extremely strong and require an immense amount of manpower and materials to build.  However, once build they can effectively prevent the enemy from entering the airspace around the Flak Tower.;;;;;;;;;;;;;x
air_defense_network_desc;Air Defense Networks is a system of Radars, lookout posts, listening post, relay centers, and command posts that allow the coordination of defense against air intrusion.  Having a good air defense network makes it much easier to defense against enemy air intrusions.;;;;;;;;;;;;;x
aircraft_testing_facility_desc;Aircraft Testing Facilities increase the rate at which we can develop new aircraft.  Having greater and better testing facilities means we can more efficiently test our aircraft and then put them into production.;;;;;;;;;;;;;x
windtunnels_desc;Wind Tunnels are extremely useful at speeding up the design and testing of our aircraft.;;;;;;;;;;;;;x
naval_base_oil_tanks_desc;Naval Base Oil Storage Tanks are essential for long range naval missions across the globe.  The more storage tanks we have at a base the more efficient our naval operations become.;;;;;;;;;;;;;x
naval_base_repair_facilities_desc;Naval Base Repair Facilities allows us to repair and return our damaged ships to operational status.;;;;;;;;;;;;;x
naval_base_ordnance_depot_desc;Naval Base Ordnance Depot can allow for the greater storage of ammunition for our naval ships thus increasing their combat efficiency.;;;;;;;;;;;;;x
submarine_pens_desc;Submarine Pens are extremely useful for protecting and servicing our submarines.  With submarine pens our submarines can get back out to sea much quicker.;;;;;;;;;;;;;x
expand_airbases_desc;By Expanding our Airfields we can accommodate more aircraft.;;;;;;;;;;;;;x
Hangar_Maintenance_desc;By building more maintenance hangars we can more easily repair our aircraft.;;;;;;;;;;;;;x
hardended_airstrip_desc;By hardening our airstrip we can ensure that our squadrons can perform their missions without interruption.;;;;;;;;;;;;;x
control_tower_desc;Control Towers will make it easier to coordinate the squadrons based at the Airfield.;;;;;;;;;;;;;x
###################################################;;;;;;;;;;;;;;x
# Secret Weapons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
rocket_theory;Rocket Theory;;;;;;;;;;;;;;x
secret_rocket_test_facility;Secret Rocket Test Facility;;;;;;;;;;;;;;x
rocket_engine;Rocket Engine;;;;;;;;;;;;;;x
rocket_development;Rocket Development;;;;;;;;;;;;;;x
flying_bomb;Flying Bomb;;;;;;;;;;;;;;x
strategic_rocket_engine;Strategic Rocket Engine;;;;;;;;;;;;;;x
strategic_rocket_warhead;Strategic Rocket Warhead;;;;;;;;;;;;;;x
strategic_rocket_structure;Strategic Rocket Structure;;;;;;;;;;;;;;x
strategic_rocket_propellent;Strategic Rocket Propellent;;;;;;;;;;;;;;x
strategic_rocket;Strategic Rocket;;;;;;;;;;;;;;x
rocket_interceptor_blueprint;Rocket Interceptor Blueprint;;;;;;;;;;;;;;x
rocket_interceptor_prototype;Rocket Interceptor Prototype;;;;;;;;;;;;;;x
rocket_interceptor_testing;Rocket Interceptor Testing;;;;;;;;;;;;;;x
rocket_interceptor_production_model;Rocket Interceptor Production Model;;;;;;;;;;;;;;x
theoretical_jet_engine;Theoretical Jet Engine;;;;;;;;;;;;;;x
jet_engine_research;Jet Engine Research;;;;;;;;;;;;;;x
radio_controlled_bomb;Radio Controlled Aerial Bomb;;;;;;;;;;;;;;x
radio_controlled_mine;Radio Controlled Mine;;;;;;;;;;;;;;x
atomic_research;Atomic Research;;;;;;;;;;;;;;x
nuclear_research;Nuclear Research;;;;;;;;;;;;;;x
isotope_seperation;Isotope Seperation;;;;;;;;;;;;;;x
heavy_water_plant;Heavy Water Plant;;;;;;;;;;;;;;x
nuclear_test_facility;Nuclear Test Facility;;;;;;;;;;;;;;x
nuclear_bomb_production;Nuclear Bomb Production;;;;;;;;;;;;;;x
uranium_two_thirty_five_bomb;Uranium 235 Atomic Bomb;;;;;;;;;;;;;;x
plutonium_two_thirty_nine_bomb;Plutonium 239 Atomic Bomb;;;;;;;;;;;;;;x
secret_aircraft_test_facility;Secret Aircraft Test Facility;;;;;;;;;;;;;;x
secret_research_facility;Secret Research Facility;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
rocket_theory_desc;By developing theories about rockets we can further develop rocket technologies.;;;;;;;;;;;;;;x
secret_rocket_test_facility_desc;By designing and building a secret rocket test facility we can test the rockets that we design.  This will lead to full scale production of rockets.;;;;;;;;;;;;;;x
rocket_engine_desc;Our scientists can develop a working rocket engine for further applications.;;;;;;;;;;;;;;x
rocket_development_desc;With advances in rocket design we can now develop working rockets.;;;;;;;;;;;;;;x
flying_bomb_desc;The flying bomb was an early attempt at using a short burn rocket engine to propel a flying vehicle in the air long enough for it to glide to its target.  The guidance on these flying bombs are very rudimentary and innacurate.;;;;;;;;;;;;;;x
strategic_rocket_engine_desc;By developing more advanced rocket engines we can increase the range of our rockets.;;;;;;;;;;;;;;x
strategic_rocket_warhead_desc;By developing more advanced rocket warheads we can increase the damage caused by our rockets.;;;;;;;;;;;;;;x
strategic_rocket_structure_desc;By developing more advanced rocket structures we can increase the range of our rockets.;;;;;;;;;;;;;;x
strategic_rocket_propellent_desc;By developing more advanced rocket fuel we can increase the range of our rockets.;;;;;;;;;;;;;;x
strategic_rocket_desc;We now have the ability do build strategic rockets.;;;;;;;;;;;;;;x
rocket_interceptor_blueprint_desc;By having our engineers design blueprints for a Rocket Interceptor we can begin to produce them.;;;;;;;;;;;;;;x
rocket_interceptor_prototype_desc;After the blueprint phase, we can now set about building a prototype Rocket Interceptor.;;;;;;;;;;;;;;x
rocket_interceptor_testing_desc;After the prototype phase, we can now test our Rocket Interceptors and evaluate them.;;;;;;;;;;;;;;x
rocket_interceptor_production_model_desc;After the Testing and Evaluation Phase, we can now introduce a new Rocket Interceptor model for production on our factory lines.;;;;;;;;;;;;;;x
theoretical_jet_engine_desc;By developing theories about jet engine design it can lead to a new form of aircraft propulsion.;;;;;;;;;;;;;;x
jet_engine_research_desc;Now that theories have been formed, we can start to conduct research about jet engines.;;;;;;;;;;;;;;x
radio_controlled_bomb_desc;Now that we have the necessary technology, we can start to research and develop a radio controlled bomb.;;;;;;;;;;;;;;x
radio_controlled_mine_desc;By developing a radio controlled mine, we will have a new method for destroying enemy fortifications and tanks.;;;;;;;;;;;;;;x
atomic_research_desc;Preliminary theoretical research into the power of the atom may yield something greater.;;;;;;;;;;;;;;x
nuclear_research_desc;Research into the application of nuclear explosions and detonation may yield something greater.;;;;;;;;;;;;;;x
isotope_seperation_desc;Research into how to better separate isotopes in an atom may yeild something greater.;;;;;;;;;;;;;;x
heavy_water_plant_desc;Heavy water production can speed up the research of atomic weapons.;;;;;;;;;;;;;;x
nuclear_test_facility_desc;A facility specifically designed for the testing of nuclear reactions will be needed for the development of nuclear weapons.;;;;;;;;;;;;;;x
nuclear_bomb_production_desc;We now have enough knowledge to begin building the facilities that can make atomic bombs.;;;;;;;;;;;;;;x
uranium_235_bomb_desc;The Uranium 235 Atom Bomb was one of the bombs that was developed through all of the nuclear research.  We can increase the number of Uranium 235 Atom Bombs now.;;;;;;;;;;;;;;x
plutonium_239_bomb_desc;The Plutonium 239 Atom Bomb was one of the bombs that was developed through all of the nuclear research.  We can increase the number of Plutonium 239 Atom Bombs now.;;;;;;;;;;;;;;x
secret_aircraft_test_facility_desc;We can build Secret Aircraft Testing Facilities that can help us to develop our secret aircraft in better secrecy.;;;;;;;;;;;;;;x
secret_research_facility_desc;We can build Secret Research Facilities that can help us to develop our secret new weapons in better secrecy.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Manufacturing Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
rifle_production;Infantry Rifle Production;Production industrielle;Industrieproduktion;;Producción industrial;;;;;;;;;x
submachinegun_production;Submachinegun Production;;;;;;;;;x
assault_rifle_production;Assault Rifle Production;;;;;;;;;x
anti_tank_rocket_production;Anti-Tank Rocket Production;;;;;;;;;x
light_machine_gun_production;Light Machine Gun Production;;;;;;;;;x
heavy_machine_gun_production;Heavy Machine Gun Production;;;;;;;;;x
light_artillery_production;Light Artillery Production;;;;;;;;;x
medium_artillery_production;Medium Artillery Production;;;;;;;;;x
heavy_artillery_production;Heavy Artillery Production;;;;;;;;;x
anti_tank_gun_production;Anti-Tank Gun Production;;;;;;;;;x
anti_air_gun_production;Anti-Air Gun Production;;;;;;;;;x
aircraft_gun_production;Aircraft Gun Production;;;;;;;;;x
light_tank_engine_production;Light Vehicle Engine Production;;;;;;;;;x
medium_tank_engine_production;Medium Vehicle Engine Production;;;;;;;;;x
heavy_tank_engine_production;Heavy Vehicle Engine Production;;;;;;;;;x
tank_transmission_production;Tank Transmission Production;;;;;;;;;x
light_tank_gun_production;Light Tank Gun Production;;;;;;;;;x
medium_tank_gun_production;Medium Tank Gun Production;;;;;;;;;x
heavy_tank_gun_production;Heavy Tank Gun Production;;;;;;;;;x
tank_spare_parts_production;Tank Spare Parts Production;;;;;;;;;x
light_aircraft_engine_production;Light Aircraft Engine Production;;;;;;;;;x
carrier_aircraft_engine_production;Carrier Aircraft Engine Production;;;;;;;;;x
medium_aircraft_engine_production;Medium Aircraft Engine Production;;;;;;;;;x
heavy_aircraft_engine_production;Heavy Aircraft Engine Production;;;;;;;;;x
jet_aircraft_engine_production;Jet Aircraft Engine Production;;;;;;;;;x
advanced_jet_aircraft_engine_production;Advanced Jet Aircraft Engine Production;;;;;;;;;x
duralumin_production;Duralumin Production;;;;;;;;;x
aircraft_spare_parts_production;Aircraft Spare Parts Production;;;;;;;;;x
ball_bearings_production;Ball Bearings Production;;;;;;;;;x
twenty_four_hour_shifts;24 Hour Shifts;;;;;;;;;x
jerrycan;Jerrycan;;;;;;;;;x
hydrogen_peroxide_fuel;Hydrogen Peroxide;;;;;;;;;x
women_factory_workers;Women Factory Workers;;;;;;;;;x
professional_industry_labor;Wartime Professional Industry Labor;;;;;;;;;x
conscript_industry_labor;Wartime Conscript Industry Labor;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
rifle_production_desc;By focusing on the production of Light Infantry Weapons we can equip our forces with them easier.;;;;;;;;;;x
submachinegun_production_desc;By focusing on the production of Heavy Infantry Weapons we can equip our forces with them easier.;;;;;;;;;x
assault_rifle_production_desc;By focusing on the production of Mountain Warfare Equipment we can equip our forces with them easier.;;;;;;;;;x
anti_tank_rocket_production_desc;By focusing on the production of Marine Warfare Equipment we can equip our forces with them easier.;;;;;;;;;x
light_machine_gun_production_desc;By focusing on the production of Airborne Warfare Equipment we can equip our forces with them easier.;;;;;;;;;x
heavy_machine_gun_production_desc;By focusing on the production of Light Combat Vehicles we can equip our forces with them easier.;;;;;;;;;x
light_artillery_production_desc;By focusing on the production of Light Artillery pieces we can equip our forces with them easier.;;;;;;;;;x
medium_artillery_production_desc;By focusing on the production of Medium Artillery pieces we can equip our forces with them easier.;;;;;;;;;x
heavy_artillery_production_desc;By focusing on the production of Heavy Artillery pieces we can equip our forces with them easier.;;;;;;;;;x
anti_tank_gun_production_desc;By focusing on the production of Anti-Tank Guns we can equip our forces with them easier.;;;;;;;;;x
anti_air_gun_production_desc;By focusing on the production of Anti-Air Guns we can equip our forces with them easier.;;;;;;;;;x
aircraft_gun_production_desc;By focusing on the production of Aircraft Machine Guns we can equip our squadrons with them easier.;;;;;;;;;x
light_tank_engine_production_desc;By focusing on the production of Light Transport Vehicles we can equip our forces with light tanks easier.;;;;;;;;;x
medium_tank_engine_production_desc;By focusing on the production of Truck Transport Vehicles we can equip our forces with medium tanks easier.;;;;;;;;;x
heavy_tank_engine_production_desc;By focusing on the production of Halftrack Transport Vehicles we can equip our forces with heavy tanks easier.;;;;;;;;;x
tank_transmission_production_desc;By focusing on the production of Light Tanks we can equip our forces with tanks easier.;;;;;;;;;x
light_tank_gun_production_desc;By focusing on the production of Medium Tanks we can equip our forces with light tanks easier.;;;;;;;;;x
medium_tank_gun_production_desc;By focusing on the production of Heavy Tanks we can equip our forces with medium tanks easier.;;;;;;;;;x
heavy_tank_gun_production_desc;By focusing on the production of Self-Propelled Vehicles we can equip our forces with heavy tanks easier.;;;;;;;;;x
tank_spare_parts_production_desc;By focusing on the production of Tank Spare Parts we can repair our tanks in the field easier.;;;;;;;;;x
light_aircraft_engine_production_desc;Focus on the production of Engines for Light Aircraft.;;;;;;;;;x
carrier_aircraft_engine_production_desc;Focus on the production of Engines for Carrier Aircraft.;;;;;;;;;x
medium_aircraft_engine_production_desc;Focus on the production of Engines for Medium Aircraft.;;;;;;;;;x
heavy_aircraft_engine_production_desc;Focus on the production of Engines for Heavy Aircraft.;;;;;;;;;x
jet_aircraft_engine_production_desc;Focus on the production of Engines for Jet Aircraft.;;;;;;;;;x
advanced_jet_aircraft_engine_production_desc;Focus on the production of Engines for Advanced Jet Aircraft.;;;;;;;;;x
duralumin_production_desc;By focusing on the production of Duralumin we can build more airplanes for cheaper.;;;;;;;;;x
aircraft_spare_parts_production_desc;By focusing on the production of Aircraft Spare Parts repair them in the field easier.;;;;;;;;;x
ball_bearings_production_desc;By focusing on the production of Ball Bearings we can build most mechanized vehicles easier.;;;;;;;;;x
twenty_four_hour_shifts_desc;Introducing 24 hour shifts at factories will maximize production to the fullest possible capabilities.;;;;;;;;;x
jerrycan_desc;The Jerrycan was designed in Germany in the 1930s for military use to hold 20 L (4.4 imp gal; 5.3 US gal) of fuel. The development of the jerrycan was a significant improvement on earlier designs, which required tools and funnels to use.;;;;;;;;;x
hydrogen_peroxide_fuel_desc;Hydrogen Peroxide was used very successfully as an oxidizer in World War II German rocket motors (e.g. T-Stoff, containing oxyquinoline stabilizer, for the Me 163B).;;;;;;;;;x
women_factory_workers_desc;Use of women in factories frees up men to fight on the front lines.  This is a very good way of maintaining production lines without sacraficing manpower to fight.;;;;;;;;;x
professional_industry_labor_desc;By using professional factory workers and skilled laborers we can increase the efficiency of our factories but it this means we will be using a lot of manpower that could be used to fight on the front.;;;;;;;;;x
conscript_industry_labor_desc;By conscripting unskilled people to work in our factories we can avoid the massive drain on manpower but we won't have as efficient factories.;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# ADVANCED TECHNOLOGIES ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
nuclear_reactor_fission_station;Nuclear Reactor Fission Station;;;;;;;;;;;;;;x
large_scale_nuclear_reactor;Large Scale Nuclear Reactor;;;;;;;;;;;;;;x
hydrogen_bomb_development;Hydrogen Bomb Development;;;;;;;;;;;;;;x
hydrogen_bomb_tests;Hydrogen Bomb Tests;;;;;;;;;;;;;;x
hydrogen_bomb_production;Hydrogen Bomb Production;;;;;;;;;;;;;;x
polio_vaccine;Polio Vaccine;;;;;;;;;;;;;;x
the_transistor;The Transistor;;;;;;;;;;;;;;x
transistor_computer;Transistor Computer;;;;;;;;;;;;;;x
integrated_circuit_computer;Integrated Circuit Computer;;;;;;;;;;;;;;x
the_television_set;The Television Set;;;;;;;;;;;;;;x
color_television_set;Color Television Set;;;;;;;;;;;;;;x
surface_to_air_missile_theory;Surface to Air Missile Theory;;;;;;;;;;;;;;x
surface_to_air_missile_development;Surface to Air Missile Development;;;;;;;;;;;;;;x
optical_surface_to_air_missile;Optically Guided Surface to Air Missile;;;;;;;;;;;;;;x
surface_to_air_missile;Radar Guided Surface to Air Missile ;;;;;;;;;;;;;;x
medium_range_sam_development;Medium Range SAM Development;;;;;;;;;;;;;;x
surface_to_surface_missile;Surface to Surface Missile;;;;;;;;;;;;;;x
mobile_sam_system;Mobile SAM System;;;;;;;;;;;;;;x
semi_active_radar_homing;Semi-Active Radar Homing;;;;;;;;;;;;;;x
active_radar_homing;Active Radar Homing;;;;;;;;;;;;;;x
two_stage_rocket_development;Two Stage Rocket Development;;;;;;;;;;;;;;x
medium_range_ballistic_missiles;Medium Range Ballistic Missile;;;;;;;;;;;;;;x
cruise_missiles;Cruise Missiles;;;;;;;;;;;;;;x
icbm;ICBM;;;;;;;;;;;;;;x
space_satellite;Space Satellite;;;;;;;;;;;;;;x
air_to_air_missile_development;Air to Air Missile Development;;;;;;;;;;;;;;x
heat_seeking_air_to_air_missile;Heat Seeking Air to Air Missile;;;;;;;;;;;;;;x
radar_guided_air_to_air_missile;Radar Guided Air to Air Missile;;;;;;;;;;;;;;x
air_to_ground_missile_development;Air to Ground Missile Development;;;;;;;;;;;;;;x
anti_tank_guided_missiles;Anti-Tank Guided Missile;;;;;;;;;;;;;;x
anti_ship_cruise_missiles;Anti-Ship Cruise Missile;;;;;;;;;;;;;;x
anti_radiation_missiles;Anti-Radiation Missile;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
nuclear_reactor_fission_station_desc;By designing a nuclear fission station we can learn how to develop a Hydrogen Bomb.;;;;;;;;;;;;;;x
large_scale_nuclear_reactor_desc;Large scale nuclear reactors will be needed to develop more power and lead to a Hydrogen Bomb.;;;;;;;;;;;;;;x
hydrogren_bomb_development_desc;Begin development of the Hydrogen Bomb.;;;;;;;;;;;;;;x
hydrogren_bomb_tests_desc;Testing of the Hydrogen Bomb once development is complete.;;;;;;;;;;;;;;x
hydrogren_bomb_production_desc;We can build Hydrogen Bombs once development and testing is complete.  These bombs are at least 10x more powerful than a standard atom bomb.;;;;;;;;;;;;;;x
polio_vaccine_desc;By researching a vaccine to Polio and administering it to the population we will see a large rise in population due to people living longer.;;;;;;;;;;;;;;x
the_transistor_desc;An essential part of the electronic computer, the transistor is what basically revolutionized the advent of the computer age.;;;;;;;;;;;;;;x
transistor_computer_desc;A computer based on using transistors to conduct calculations.;;;;;;;;;;;;;;x
integrated_circuit_computer_desc;With the transistors integrated into the circuit board a massive leap in computing power is achieved.;;;;;;;;;;;;;;x
the_television_set_desc;The television revolutionized the way in we communicate as a species.  It allowed for the first time ever people to see moving pictures in their own homes broadcast from anywhere in the country.;;;;;;;;;;;;;;x
color_television_set_desc;The color television also revolutionized the way in which we see the virtual world.  From the color television spawned countless innovations.;;;;;;;;;;;;;;x
surface_to_air_missile_theory_desc;Theories that try to explain how an object could fly from the earth an intercept a moving aircraft to destroy it.;;;;;;;;;;;;;;x
surface_to_air_missile_development_desc;Development of surface to air missiles will lead to new technologies.;;;;;;;;;;;;;;x
optical_surface_to_air_missile_desc;The first ever design for a surface to air object would have to be optically guided as no other technologies exist yet for guidance to a target.  Optically guided missiles would still achieve a kill rate of at least 50% though.;;;;;;;;;;;;;;x
surface_to_air_missile_desc;A radar based surface to air missile is a much more effective and potent weapon to use against enemy aircraft.  The missile using computers and radars for guidance would be able to shoot down aircraft at a kill rate of at least 90%.;;;;;;;;;;;;;;x
medium_range_sam_development_desc;A better surface to air missile with more range.;;;;;;;;;;;;;;x
surface_to_surface_missile_desc;A missile designed to launch from the ground and hit a target from the ground.  This would be the beginning of the development of modern day cruise missiles.;;;;;;;;;;;;;;x
mobile_sam_system_desc;The idea of mounting a surface to air missile on a mobile launching platform was novel and would allow for better air defence almost anywhere on the battlefield.;;;;;;;;;;;;;;x
semi_active_radar_homing_desc;The principle of semi-active radar homing is to partially use radar energy from an outside source to guide a missile to a target.;;;;;;;;;;;;;;x
active_radar_homing_desc;Active radar homing involves the mounting of a radar antennae on the missile itself to guide itself to the target on its own.;;;;;;;;;;;;;;x
two_stage_rocket_development_desc;A two stage rocket would allow a large rocket to have much greater range as shedding weight during flight would add to its speed.;;;;;;;;;;;;;;x
medium_range_ballistic_missiles_desc;A ballistic missile with some decent range.  Two stages are usually needed to achieve good range.;;;;;;;;;;;;;;x
cruise_missiles_desc;A missile designed to be launched from the ground and hit a target on the ground.  These weapons are highly useful for conducting a strategic bombing campaign without the use of bombers.;;;;;;;;;;;;;;x
icbm_desc;A super long range missile usually designed to delivery a nuclear payload.  ICBM's are what can be considered the beginning of Doomsday Weapons.;;;;;;;;;;;;;;x
space_satellite_desc;To be able to put a satellite in orbit is a great accomplishment and brings a lot of prestige to a nation.;;;;;;;;;;;;;;x
air_to_air_missile_development_desc;By developing a weapons that can shoot down enemy aircraft without the use of machine guns or cannons will result in an aicraft that will have unmatched aerial killing capability.;;;;;;;;;;;;;;x
heat_seeking_air_to_air_missile_desc;The first air to air missiles would use the principle of infrared light to home in on heat sources for guided.  These first missiles were usually very short range and had to shoot at an enemy aircraft's tail.;;;;;;;;;;;;;;x
radar_guided_air_to_air_missile_desc;A radar guided missile, whether semi-active or active radar homing would allow aerial targets to be shot down by riding radar beams to their target.  The accuracy only depending on being able to keep the enemy aircraft painted with radar energy for as long as possible.;;;;;;;;;;;;;;x
air_to_ground_missile_development_desc;By developing a missile that can shoot at ground targets from a moving aircraft with accuracy would be a huge battlefield advantage in the realm of air-land and air-sea warfare.;;;;;;;;;;;;;;x
anti_tank_guided_missiles_desc;A missile designed to track and punch through the armor of a stationary and moving tank from both the air and the ground.;;;;;;;;;;;;;;x
anti_ship_cruise_missiles_desc;A missile designed to target and destroy enemy ships on the sea.;;;;;;;;;;;;;;x
anti_radiation_missiles_desc;A missile designed to kill enemy radar sites.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# TOP SECRET PROJECTS ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
wunderwaffe_program;Wunderwaffe Program;;;;;;;;;;;;;;x
venom_gatling_gun;Venom Gatling Gun;;;;;;;;;;;;;;x
ubersoldat_program;Ubersoldat Program;;;;;;;;;;;;;;x
ubersoldat_development;Ubersoldat Development;;;;;;;;;;;;;;x
ubersoldat_production;Ubersoldat Production;;;;;;;;;;;;;;x
mg_fourty_six_machine_gun;MG46 Machine Gun;;;;;;;;;;;;;;x
stg_sixty_assault_rifle;StG60 Assault Rifle;;;;;;;;;;;;;;x
mg_sixty_machine_gun;MG60 Machine Gun;;;;;;;;;;;;;;x
battle_robots;Battle Robots;;;;;;;;;;;;;;x
special_attack_units;Special Attack Units;;;;;;;;;;;;;;x
midget_submarines;Midget Submarines;;;;;;;;;;;;;;x
kamikazes;Kamikazes;;;;;;;;;;;;;;x
rocket_powered_kamikaze_plane;Rocket Powered Kamikaze Plane;;;;;;;;;;;;;;x
top_secret_war_programs;Top Secret War Programs;;;;;;;;;;;;;;x
bat_and_bird_bomber_program;Bat and Bird Bomber Program;;;;;;;;;;;;;;x
office_of_strategic_services;Secret Service Organization;;;;;;;;;;;;;;x
oss_missions;Secret Commando Missions;;;;;;;;;;;;;;x
secret_intelligence_services;Secret Intelligence Services;;;;;;;;;;;;;;x
sis_missions;SIS Missions;;;;;;;;;;;;;;x
special_secret_programs;Special Secret Programs;;;;;;;;;;;;;;x
anti_tank_dogs;Anti-Tank Dogs;;;;;;;;;;;;;;x
soviet_super_soldier_program;Soviet Super Soldier Program;;;;;;;;;;;;;;x
soviet_super_soldier_development;Soviet Super Soldier Development;;;;;;;;;;;;;;x
russki_howlin_commandos;Soviet Super Soldier Production;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
wunderwaffe_program_desc;The Wunderwaffe Programs were supposed to give the German military an edge over its enemies by introducing new technology and weapons that would fundamentally change the battlefield.  Some ideas were far fetched but others were more feasible and practical.;;;;;;;;;;;;;;x
ubersoldat_program_desc;The Ubersoldat was the Super Soldier of the Nazi Party.  Able to carry out feats and acts of combat efficiency unmatched by the ordinary soldier.  With Ubersoldats, the Reich cannot lose.;;;;;;;;;;;;;;x
ubersoldat_development_desc;The Development of Ubersoldats will not be easy, but if successful will yield a battlefield power like the world has never seen.;;;;;;;;;;;;;;x
ubersoldat_production_desc;Let us build more Ubersoldats for the glory of the Reich!;;;;;;;;;;;;;;x
venom_gatling_gun_desc;The Venom gun is a multi-barrelled weapon similar to today's minigun. It is the fastest firing weapon at the time of its design. The Venom gun, being a mini-gun, is highly inaccurate beyond short range due to its enormous spread. Coupled with the increased recoil when firing full-auto, it is highly inadvisable to use this weapon for farther targets. However, the weapon excels in close range combat far better than any other weapon. Its deadly hail of bullets can quickly turn most enemies into bloody pulp in a matter of seconds.;;;;;;;;;;;;;;x
