FRA_battleship_anti_air_guns_2;6 x 1 47mm AA Guns;;;;;;;;;;;;;;x
FRA_battleship_anti_air_guns_3;16 x 37 mm AA Guns;;;;;;;;;;;;;;x
FRA_battleship_anti_air_guns_4;32 x 37 mm AA Guns;;;;;;;;;;;;;;x
### BATTLESHIP PROPULSION ###;;;;;;;;;;;;;;x
FRA_battleship_propulsion_1;90,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_2;100,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_3;110,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_4;120,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_5;130,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_6;140,000shp Boilers;;;;;;;;;;;;;;x
FRA_battleship_propulsion_7;150,000shp Boilers;;;;;;;;;;;;;;x
### BATTLESHIP ARMOR ###;;;;;;;;;;;;;;x
FRA_battleship_armor_1;12in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_2;12.5in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_3;14in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_4;15in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_5;16in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_6;18in. Belt Armor;;;;;;;;;;;;;;x
FRA_battleship_armor_7;20in. Belt Armor;;;;;;;;;;;;;;x
### BATTLESHIP HULL DESIGN ###;;;;;;;;;;;;;;x
FRA_battleship_hull_design_1;30,000 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_2;35,000 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_3;40,000 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_4;50,000 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_5;60,500 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_6;70,000 Ton Design;;;;;;;;;;;;;;x
FRA_battleship_hull_design_7;80,000 Ton Design;;;;;;;;;;;;;;x
### BATTLESHIP CREW BERTHING ###;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_1;250 Officers and 900 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_2;275 Officers and 1000 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_3;300 Officers and 1250 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_4;350 Officers and 1500 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_5;400 Officers and 1750 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_6;450 Officers and 2000 Crew;;;;;;;;;;;;;;x
FRA_battleship_crew_berthing_7;500 Officers and 2200 Crew;;;;;;;;;;;;;;x
### BATTLESHIP FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
FRA_battleship_fire_control_systems_1;Basic Gun Sights;;;;;;;;;;;;;;x
FRA_battleship_fire_control_systems_2;Basic Optical Range Finding;;;;;;;;;;;;;;x
FRA_battleship_fire_control_systems_3;Advanced Optical Range Finding;;;;;;;;;;;;;;x
### BATTLESHIP ANTI-AIR FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
FRA_battleship_anti_air_fire_control_system_1;Basic AA Gun Sights;;;;;;;;;;;;;;x
FRA_battleship_anti_air_fire_control_system_2;Basic AA Optical Sights;;;;;;;;;;;;;;x
FRA_battleship_anti_air_fire_control_system_3;Advanced AA Optical Sights;;;;;;;;;;;;;;x
### BATTLESHIP DAMAGE CONTROL ###;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_1;15% Efficiency;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_2;30% Efficiency;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_3;45% Efficiency;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_4;60% Efficiency;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_5;75% Efficiency;;;;;;;;;;;;;;x
FRA_battleship_damage_control_system_6;90% Efficiency;;;;;;;;;;;;;;x
### CAPITAL SHIP SURFACE SEARCH RADAR ###;;;;;;;;;;;;;;x
FRA_capital_ship_surface_search_radar_1;Basic Search Radar;;;;;;;;;;;;;;x
FRA_capital_ship_surface_search_radar_2;Upgraded Radar;;;;;;;;;;;;;;x
FRA_capital_ship_surface_search_radar_3;Advanced Search Radar;;;;;;;;;;;;;;x
### CAPITAL SHIP AIR SEARCH RADAR ###;;;;;;;;;;;;;;x
FRA_capital_ship_air_search_radar_1;Basic Air Search Radar;;;;;;;;;;;;;;x
FRA_capital_ship_air_search_radar_2;Upgraded Air Search Radar;;;;;;;;;;;;;;x
FRA_capital_ship_air_search_radar_3;Advanced Air Search Radar;;;;;;;;;;;;;;x
### CAPITAL SHIP FIRE CONTROL RADAR ###;;;;;;;;;;;;;;x
FRA_capital_ship_fire_control_radar_1;Basic FC Radar;;;;;;;;;;;;;;x
FRA_capital_ship_fire_control_radar_2;Upgraded FC Radar;;;;;;;;;;;;;;x
FRA_capital_ship_fire_control_radar_3;Advanced FC Radar;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### BATTLECRUISER TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
FRA_battlecruiser_class_1;Durand Viel-Class;;;;;;;;;;;;;;x
FRA_battlecruiser_class_2;Gille-Class;;;;;;;;;;;;;;x
FRA_battlecruiser_class_3;Dunkerque-Class;;;;;;;;;;;;;;x
### BATTLECRUISER MAIN ARMAMENT ###;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_1;8 x 340mm/45 Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_2;12 x 340mm Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_3;8 x 330mm Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_4;;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_5;;;;;;;;;;;;;;;x
FRA_battlecruiser_main_armament_6;;;;;;;;;;;;;;;x
### BATTLECRUISER SECONDARY ARMAMENT	 ###;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_1;24 x 138.6mm;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_2;3 x Quad and 2 Double 130mm/45 DP Turrets;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_3;;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_4;;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_5;;;;;;;;;;;;;;;x
FRA_battlecruiser_secondary_armament_6;;;;;;;;;;;;;;;x
### BATTLECRUISER ANTI-AIRCRAFT GUNS ###;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_aircraft_guns_1;16 x 37 mm AA Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_aircraft_guns_2;32 x 37 mm AA Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_aircraft_guns_3;44 x 40 mm AA Guns;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_aircraft_guns_4;50 x 40 mm AA Guns;;;;;;;;;;;;;;x
### BATTLECRUISER PROPULSION ###;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_1;80,000shp Boilers;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_2;90,000shp Boilers;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_3;100,000shp Boilers;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_4;110,000shp Boilers;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_5;120,000shp Boilers;;;;;;;;;;;;;;x
FRA_battlecruiser_propulsion_6;130,000shp Boilers;;;;;;;;;;;;;;x
### BATTLECRUISER ARMOR ###;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_1;12in. Belt Armor;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_2;12.5in. Belt Armor;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_3;14in. Belt Armor;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_4;15in. Belt Armor;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_5;16in. Belt Armor;;;;;;;;;;;;;;x
FRA_battlecruiser_armor_6;18in. Belt Armor;;;;;;;;;;;;;;x
### BATTLECRUISER HULL DESIGN ###;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_1;30,000 Ton Design;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_2;35,000 Ton Design;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_3;40,000 Ton Design;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_4;45,000 Ton Design;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_5;50,000 Ton Design;;;;;;;;;;;;;;x
FRA_battlecruiser_hull_design_6;55,000 Ton Design;;;;;;;;;;;;;;x
### BATTLECRUISER CREW BERTHING ###;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_1;200 Officers and 700 Crew;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_2;225 Officers and 800 Crew;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_3;250 Officers and 1000 Crew;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_4;300 Officers and 1300 Crew;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_5;350 Officers and 1500 Crew;;;;;;;;;;;;;;x
FRA_battlecruiser_crew_berthing_6;400 Officers and 1700 Crew;;;;;;;;;;;;;;x
### BATTLECRUISER FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
FRA_battlecruiser_fire_control_system_1;Basic Gun Sights;;;;;;;;;;;;;;x
FRA_battlecruiser_fire_control_system_2;Basic Optical Range Finding;;;;;;;;;;;;;;x
FRA_battlecruiser_fire_control_system_3;Advanced Optical Range Finding;;;;;;;;;;;;;;x
### BATTLECRUISER ANTI-AIR FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_air_fire_control_system_1;Basic AA Gun Sights;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_air_fire_control_system_2;Basic AA Optical Sights;;;;;;;;;;;;;;x
FRA_battlecruiser_anti_air_fire_control_system_3;Advanced AA Optical Sights;;;;;;;;;;;;;;x
### BATTLECRUISER DAMAGE CONTROL SYSTEMS	 ###;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_1;15% Efficiency;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_2;30% Efficiency;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_3;45% Efficiency;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_4;60% Efficiency;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_5;75% Efficiency;;;;;;;;;;;;;;x
FRA_battlecruiser_damage_control_system_6;90% Efficiency;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### FLEET CARRIER CLASS ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_1;;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_2;;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_3;;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_4;;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_5;;;;;;;;;;;;;;;x
FRA_fleet_carrier_class_6;;;;;;;;;;;;;;;x
### CARRIER ANTI-AIR GUNS ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_air_guns_1;16 x 37 mm AA Guns;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_air_guns_2;32 x 37 mm AA Guns;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_air_guns_3;44 x 40 mm AA Guns;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_air_guns_4;50 x 40 mm AA Guns;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER PROPULSION ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_propulsion_1;90,000shp Boilers;;;;;;;;;;;;;;x
FRA_aircraft_carrier_propulsion_2;100,000shp Boilers;;;;;;;;;;;;;;x
FRA_aircraft_carrier_propulsion_3;110,000shp Boilers;;;;;;;;;;;;;;x
FRA_aircraft_carrier_propulsion_4;120,000shp Boilers;;;;;;;;;;;;;;x
FRA_aircraft_carrier_propulsion_5;130,000shp Boilers;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER ARMOR ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_armor_1;2in. Belt Armor;;;;;;;;;;;;;;x
FRA_aircraft_carrier_armor_2;2.5in. Belt Armor;;;;;;;;;;;;;;x
FRA_aircraft_carrier_armor_3;3in. Belt Armor;;;;;;;;;;;;;;x
FRA_aircraft_carrier_armor_4;3.5 Belt Armor;;;;;;;;;;;;;;x
FRA_aircraft_carrier_armor_5;4in. Belt Armor;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER HANGAR DECK DESIGN	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hangar_deck_design_1;60 Aircraft;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hangar_deck_design_2;75 Aircraft;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hangar_deck_design_3;90 Aircraft;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hangar_deck_design_4;105 Aircraft;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER ELEVATORS	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_elevators_1;1 Flight Deck Elevator;;;;;;;;;;;;;;x
FRA_aircraft_carrier_elevators_2;2 Flight Deck Elevators;;;;;;;;;;;;;;x
FRA_aircraft_carrier_elevators_3;3 Flight Deck Elevators;;;;;;;;;;;;;;x
FRA_aircraft_carrier_elevators_4;2 Deck Edge Elevators;;;;;;;;;;;;;;x
FRA_aircraft_carrier_elevators_5;4 Deck Edge Elevators;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER SUPERSTRUCTURE DESIGN	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_superstructure_design_1;Small Superstructure;;;;;;;;;;;;;;x
FRA_aircraft_carrier_superstructure_design_2;Integrated Funnels;;;;;;;;;;;;;;x
FRA_aircraft_carrier_superstructure_design_3;Multi-Level Superstructure;;;;;;;;;;;;;;x
FRA_aircraft_carrier_superstructure_design_4;Heavy Anti-Air Gun Superstructure;;;;;;;;;;;;;;x
FRA_aircraft_carrier_superstructure_design_5;Large Superstructure;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER FLIGHT DECK DESIGN	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_flight_deck_design_1;700ft Flight Deck;;;;;;;;;;;;;;x
FRA_aircraft_carrier_flight_deck_design_2;750ft Flight Deck;;;;;;;;;;;;;;x
FRA_aircraft_carrier_flight_deck_design_3;800ft Flight Deck;;;;;;;;;;;;;;x
FRA_aircraft_carrier_flight_deck_design_4;900ft Flight Deck;;;;;;;;;;;;;;x
FRA_aircraft_carrier_flight_deck_design_5;1000ft Flight Deck;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER HULL DESIGN	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hull_design_1;20,000 Ton Design;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hull_design_2;25,000 Ton Design;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hull_design_3;30,000 Ton Design;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hull_design_4;35,000 Ton Design;;;;;;;;;;;;;;x
FRA_aircraft_carrier_hull_design_5;45,000 Ton Design;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER CREW BERTHING	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_crew_berthing_1;150 Officers and 600 Crew;;;;;;;;;;;;;;x
FRA_aircraft_carrier_crew_berthing_2;200 Officers and 800 Crew;;;;;;;;;;;;;;x
FRA_aircraft_carrier_crew_berthing_3;300 Officers and 1100 Crew;;;;;;;;;;;;;;x
FRA_aircraft_carrier_crew_berthing_4;500 Officers and 1500 Crew;;;;;;;;;;;;;;x
FRA_aircraft_carrier_crew_berthing_5;700 Officers and 2000 Crew;;;;;;;;;;;;;;x
### AIRCRAFT CARRIER ANTI-AIRCRAFT FIRE CONTROL ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_aircraft_fire_control_1;Basic AA Gun Sights;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_aircraft_fire_control_2;Basic AA Optical Sights;;;;;;;;;;;;;;x
FRA_aircraft_carrier_anti_aircraft_fire_control_3;Advanced AA Optical Sights;;;;;;;;;;;;;;x
###  AIRCRAFT CARRIER DAMAGE CONTROL SYSTEM	 ###;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_1;15% Efficiency;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_2;30% Efficiency;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_3;45% Efficiency;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_4;60% Efficiency;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_5;75% Efficiency;;;;;;;;;;;;;;x
FRA_aircraft_carrier_damage_control_system_6;90% Efficiency;;;;;;;;;;;;;;x
### CARRIER SURFACE SEARCH RADAR ###;;;;;;;;;;;;;;x
FRA_carrier_surface_search_radar_1;Basic Search Radar Set;;;;;;;;;;;;;;x
FRA_carrier_surface_search_radar_2;Upgraded Search Radar Set;;;;;;;;;;;;;;x
FRA_carrier_surface_search_radar_3;Advanced Search Radar Set;;;;;;;;;;;;;;x
### CARRIER AIR SEARCH RADAR ###;;;;;;;;;;;;;;x
FRA_carrier_air_search_radar_1;Basic Air Search Radar;;;;;;;;;;;;;;x
FRA_carrier_air_search_radar_2;Upgraded Air Search  Radar;;;;;;;;;;;;;;x
FRA_carrier_air_search_radar_3;Advanced Air Search Radar;;;;;;;;;;;;;;x
### CARRIER FIRE CONTROL RADAR ###;;;;;;;;;;;;;;x
FRA_carrier_fire_control_radar_1;Basic FC Radar;;;;;;;;;;;;;;x
FRA_carrier_fire_control_radar_2;Upgraded FC Radar;;;;;;;;;;;;;;x
FRA_carrier_fire_control_radar_3;Advanced FC Radar;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### LIGHT AIRCRAFT CARRIER CLASS ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
FRA_light_aircraft_carrier_class_1;Béarn-Class;;;;;;;;;;;;;;x
FRA_light_aircraft_carrier_class_2;Joffre-Class;;;;;;;;;;;;;;x
FRA_light_aircraft_carrier_class_3;;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### ESCORT CARRIER CLASS ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
FRA_escort_carrier_class_1;;;;;;;;;;;;;;;x
FRA_escort_carrier_class_2;;;;;;;;;;;;;;;x
FRA_escort_carrier_class_3;;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### ADVANCED SUBMARINE TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE CLASS ###;;;;;;;;;;;;;;x
FRA_nuclear_submarine_class_1;;;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE HULL DESIGN ###;;;;;;;;;;;;;;x
FRA_nuclear_submarine_hull_design_1;Streamlined Teardrop Design;;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE TORPEDO TUBES ###;;;;;;;;;;;;;;x
FRA_nuclear_submarine_torpedo_tubes_1;6 21" Torpedo Tubes;;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE CREW BERTHING ###;;;;;;;;;;;;;;x
FRA_nuclear_submarine_crew_berthing_1;6 Officers and 107 Crew;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINE CLASS ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_class_1;;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_class_2;;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_class_3;;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINES PRESSURE HULL ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_pressure_hull_1;900ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_pressure_hull_2;1000ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_pressure_hull_3;1200ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINE CREW BERTHING ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_crew_berthing_1;7 Officers and 110 Crew;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_crew_berthing_2;8 Officers and 115 Crew;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_crew_berthing_3;10 Officers and 125 Crew;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINE ENGINE COMPARTMENT DESIGN ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_engine_compartment_design_1;Westinghouse S5W Nuclear Reactor;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_engine_compartment_design_2;Rolls Royce Nuclear Reactor;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_engine_compartment_design_3;Pump Jet Propulsion;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINE SAIL DESIGN ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_sail_design_1;Small Streamlined Sail;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_sail_design_2;Medium Streamlined Sail;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_sail_design_3;Large Streamlined Sail;;;;;;;;;;;;;;x
### FAST ATTACK SUBMARINE PROPELLER BLADE DESIGN ###;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_propeller_blade_design_1;Conventional Propeller;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_propeller_blade_design_2;Noise Reduced Propeller Design;;;;;;;;;;;;;;x
FRA_fast_attack_submarine_propeller_blade_design_3;Secret Silent Propeller Design;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE DESIGN ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_class_1;Redoutable-Class;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_class_2;;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_class_3;;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE PRESSURE HULL DESIGN ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_pressure_hull_design_1;900ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_pressure_hull_design_2;1000ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_pressure_hull_design_3;1200ft Depth Teardrop Pressure Hull;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE CREW BERTHING ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_crew_berthing_1;9 Officers and 130 Crew;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_crew_berthing_2;10 Officers and 135 Crew;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_crew_berthing_3;12 Officers and 140 Crew;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE ENGINE COMPARTMENT DESIGN ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_engine_compartment_design_1;Westinghouse S5W Nuclear Reactor;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_engine_compartment_design_2;Rolls Royce Nuclear Reactor;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_engine_compartment_design_3;Pump Jet Propulsion;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE SAIL DESIGN ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_sail_design_1;Small Streamlined Sail;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_sail_design_2;Medium Streamlined Sail;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_sail_design_3;Large Streamlined Sail;;;;;;;;;;;;;;x
### BALLISTIC MISSILE SUBMARINE PROPELLER BLADE DESIGN ###;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_propeller_blade_design_1;Conventional Propeller;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_propeller_blade_design_2;Noise Reduced Propeller Design;;;;;;;;;;;;;;x
FRA_ballistic_missile_submarine_propeller_blade_design_3;Secret Silent Propeller Design;;;;;;;;;;;;;;x
### TORPEDO PROPULSION DESIGNS ###;;;;;;;;;;;;;;x
FRA_advanced_torpedo_propulsion_design_1;Burner Cycle;;;;;;;;;;;;;;x
FRA_advanced_torpedo_propulsion_design_2;Compressed Air;;;;;;;;;;;;;;x
FRA_advanced_torpedo_propulsion_design_3;Wet Heater;;;;;;;;;;;;;;x
FRA_advanced_torpedo_propulsion_design_4;Hydrogen Peroxide;;;;;;;;;;;;;;x
### TORPEDO WARHEAD DESIGNS ###;;;;;;;;;;;;;;x
FRA_advanced_torpedo_warhead_design_1;805lbs TNT Torpex;;;;;;;;;;;;;;x
FRA_advanced_torpedo_warhead_design_2;750lbs TNT Torpex;;;;;;;;;;;;;;x
FRA_advanced_torpedo_warhead_design_3;196lbs TNT;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### ADVANCED SHIP TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### GUIDED MISSILE DESTROYER CLASS ###;;;;;;;;;;;;;;x
FRA_guided_missile_destroyer_class_1;;;;;;;;;;;;;;;;x
FRA_guided_missile_destroyer_class_2;;;;;;;;;;;;;;;;x
FRA_guided_missile_destroyer_class_3;;;;;;;;;;;;;;;;x
FRA_guided_missile_destroyer_class_4;;;;;;;;;;;;;;;;x
FRA_guided_missile_destroyer_class_5;;;;;;;;;;;;;;;;x
### ADVANCED HULL DESIGN ###;;;;;;;;;;;;;;x
FRA_advanced_hull_designs_1;5,000 Ton Design;;;;;;;;;;;;;;;x
FRA_advanced_hull_designs_2;5,500 Ton Design;;;;;;;;;;;;;;;x
FRA_advanced_hull_designs_3;6,200 Ton Design;;;;;;;;;;;;;;;x
FRA_advanced_hull_designs_4;6,300 Ton Design;;;;;;;;;;;;;;;x
FRA_advanced_hull_designs_5;6,400 Ton Design;;;;;;;;;;;;;;;x
### ADVANCED PROPULSION DESIGNS ###;;;;;;;;;;;;;;x
FRA_advanced_propulsion_designs_1;20,000 Gas Turbines;;;;;;;;;;;;;;;x
FRA_advanced_propulsion_designs_2;25,000 Gas Turbines;;;;;;;;;;;;;;;x
FRA_advanced_propulsion_designs_3;30,000 Gas Turbines;;;;;;;;;;;;;;;x
FRA_advanced_propulsion_designs_4;32,000 Gas Turbines;;;;;;;;;;;;;;;x
FRA_advanced_propulsion_designs_5;35,000 Gas Turbines;;;;;;;;;;;;;;;x
### ADVANCED CREW BERTHING DESIGN ###;;;;;;;;;;;;;;x
FRA_advanced_crew_berthing_design_1;18 Officers and 400 Crew;;;;;;;;;;;;;;;x
FRA_advanced_crew_berthing_design_2;20 Officers and 420 Crew;;;;;;;;;;;;;;;x
FRA_advanced_crew_berthing_design_3;33 Officers and 438 Crew;;;;;;;;;;;;;;;x
FRA_advanced_crew_berthing_design_4;35 Officers and 450 Crew;;;;;;;;;;;;;;;x
FRA_advanced_crew_berthing_design_5;37 Officers and 470 Crew;;;;;;;;;;;;;;;x
